

eenzaamheid-zuidlimburg-sociaal_eenzaam-17 t/m 24, 37
eenzaamheid-zuidlimburg-sociaal_eenzaam-25 t/m 39, 38
eenzaamheid-zuidlimburg-sociaal_eenzaam-40 t/m 54, 49
eenzaamheid-zuidlimburg-sociaal_eenzaam-55 t/m 64, 53
eenzaamheid-zuidlimburg-sociaal_eenzaam-65 t/m 74, 52
eenzaamheid-zuidlimburg-sociaal_eenzaam-75 t/m 84, 54
eenzaamheid-zuidlimburg-sociaal_eenzaam-85+, 55

eenzaamheid-zuidlimburg-emotioneel_eenzaam-17 t/m 24, 33
eenzaamheid-zuidlimburg-emotioneel_eenzaam-25 t/m 39, 35
eenzaamheid-zuidlimburg-emotioneel_eenzaam-40 t/m 54, 34
eenzaamheid-zuidlimburg-emotioneel_eenzaam-55 t/m 64, 34
eenzaamheid-zuidlimburg-emotioneel_eenzaam-65 t/m 74, 31
eenzaamheid-zuidlimburg-emotioneel_eenzaam-75 t/m 84, 42
eenzaamheid-zuidlimburg-emotioneel_eenzaam-85+, 58

eenzaamheid-nederland-emotioneel_eenzaam-19 t/m 34, 33
eenzaamheid-nederland-emotioneel_eenzaam-35 t/m 49, 33
eenzaamheid-nederland-emotioneel_eenzaam-50 t/m 64, 33
eenzaamheid-nederland-emotioneel_eenzaam-65 t/m 74, 33
eenzaamheid-nederland-emotioneel_eenzaam-75 t/m 84, 33
eenzaamheid-nederland-emotioneel_eenzaam-85+, 33


eenzaamheid-nederland-sociaal_eenzaam-19 t/m 34, 36
eenzaamheid-nederland-sociaal_eenzaam-35 t/m 49, 42
eenzaamheid-nederland-sociaal_eenzaam-50 t/m 64, 47
eenzaamheid-nederland-sociaal_eenzaam-65 t/m 74, 47
eenzaamheid-nederland-sociaal_eenzaam-75 t/m 84, 50
eenzaamheid-nederland-sociaal_eenzaam-85+, 52














