

zuidlimburg-nieteenzaam, 2025 

zuidlimburg-eenzaamheid-sittardgeleen-sterkeenzaam,12
zuidlimburg-eenzaamheid-sittardgeleen-eenzaam,47
zuidlimburg-eenzaamheid-sittardgeleen-sociaaleenzaam,35
zuidlimburg-eenzaamheid-sittardgeleen-emotioneeleenzaam,47

zuidlimburg-eenzaamheid-stein-eenzaam, 48
zuidlimburg-eenzaamheid-stein-sterkeenzaam, 12
zuidlimburg-eenzaamheid-stein-sociaaleenzaam, 48
zuidlimburg-eenzaamheid-stein-emotioneeleenzaam,33

zuidlimburg-eenzaamheid-onderbanken-eenzaam,45
zuidlimburg-eenzaamheid-onderbanken-sterkeenzaam,13
zuidlimburg-eenzaamheid-onderbanken-sociaaleenzaam,47
zuidlimburg-eenzaamheid-onderbanken-emotioneeleenzaam,32

zuidlimburg-eenzaamheid-schinnen-eenzaam,42
zuidlimburg-eenzaamheid-schinnen-sterkeenzaam,10
zuidlimburg-eenzaamheid-schinnen-sociaaleenzaam,44
zuidlimburg-eenzaamheid-schinnen-emotioneeleenzaam,28

zuidlimburg-eenzaamheid-beek-eenzaam,42
zuidlimburg-eenzaamheid-beek-sterkeenzaam,10
zuidlimburg-eenzaamheid-beek-sociaaleenzaam,43
zuidlimburg-eenzaamheid-beek-emotioneeleenzaam,33


zuidlimburg-eenzaamheid-meerssen-eenzaam,48
zuidlimburg-eenzaamheid-meerssen-sterkeenzaam,9
zuidlimburg-eenzaamheid-meerssen-sociaaleenzaam,44
zuidlimburg-eenzaamheid-meerssen-emotioneeleenzaam,27


zuidlimburg-eenzaamheid-brunssum-eenzaam,50
zuidlimburg-eenzaamheid-brunssum-sterkeenzaam,14
zuidlimburg-eenzaamheid-brunssum-sociaaleenzaam,50
zuidlimburg-eenzaamheid-brunssum-emotioneeleenzaam,38


zuidlimburg-eenzaamheid-heerlen-eenzaam,53
zuidlimburg-eenzaamheid-heerlen-sterkeenzaam,15
zuidlimburg-eenzaamheid-heerlen-sociaaleenzaam,50
zuidlimburg-eenzaamheid-heerlen-emotioneeleenzaam,40


zuidlimburg-eenzaamheid-nuth-eenzaam,41
zuidlimburg-eenzaamheid-nuth-sterkeenzaam,9
zuidlimburg-eenzaamheid-nuth-sociaaleenzaam,41
zuidlimburg-eenzaamheid-nuth-emotioneeleenzaam,27


zuidlimburg-eenzaamheid-maastricht-eenzaam,48
zuidlimburg-eenzaamheid-maastricht-sterkeenzaam,14
zuidlimburg-eenzaamheid-maastricht-sociaaleenzaam,47
zuidlimburg-eenzaamheid-maastricht-emotioneeleenzaam,36

zuidlimburg-eenzaamheid-valkenburg-eenzaam,45
zuidlimburg-eenzaamheid-valkenburg-sterkeenzaam,10
zuidlimburg-eenzaamheid-valkenburg-sociaaleenzaam,46
zuidlimburg-eenzaamheid-valkenburg-emotioneeleenzaam,32

zuidlimburg-eenzaamheid-voerendaal-eenzaam,47
zuidlimburg-eenzaamheid-voerendaal-sterkeenzaam,11
zuidlimburg-eenzaamheid-voerendaal-sociaaleenzaam,48
zuidlimburg-eenzaamheid-voerendaal-emotioneeleenzaam,32

zuidlimburg-eenzaamheid-landgraaf-eenzaam,48
zuidlimburg-eenzaamheid-landgraaf-sterkeenzaam,12
zuidlimburg-eenzaamheid-landgraaf-sociaaleenzaam,48
zuidlimburg-eenzaamheid-landgraaf-emotioneeleenzaam,34

zuidlimburg-eenzaamheid-kerkrade-eenzaam,56
zuidlimburg-eenzaamheid-kerkrade-sterkeenzaam,17
zuidlimburg-eenzaamheid-kerkrade-sociaaleenzaam,54
zuidlimburg-eenzaamheid-kerkrade-emotioneeleenzaam,41

zuidlimburg-eenzaamheid-simpelveld-eenzaam,41
zuidlimburg-eenzaamheid-simpelveld-sterkeenzaam,11
zuidlimburg-eenzaamheid-simpelveld-sociaaleenzaam,44
zuidlimburg-eenzaamheid-simpelveld-emotioneeleenzaam,27

zuidlimburg-eenzaamheid-gulpen-eenzaam,41
zuidlimburg-eenzaamheid-gulpen-sterkeenzaam,9
zuidlimburg-eenzaamheid-gulpen-sociaaleenzaam,45
zuidlimburg-eenzaamheid-gulpen-emotioneeleenzaam,29

zuidlimburg-eenzaamheid-vaals-eenzaam,50
zuidlimburg-eenzaamheid-vaals-sterkeenzaam,14
zuidlimburg-eenzaamheid-vaals-sociaaleenzaam,51
zuidlimburg-eenzaamheid-vaals-emotioneeleenzaam,35


zuidlimburg-eenzaamheid-eijsden-eenzaam,41
zuidlimburg-eenzaamheid-eijsden-sterkeenzaam,9
zuidlimburg-eenzaamheid-eijsden-sociaaleenzaam,43
zuidlimburg-eenzaamheid-eijsden-emotioneeleenzaam,29













